timestamp,block,agentId,reviewer,feedbackIndex,claimNetwork,onQueryableChain,claimTxHash,txExistsOnCelo,paymentVerified,paymentAttributed,partiesContradicted,amount,symbol,decimals,token,declaredFrom,declaredTo,transferFrom,transferTo,transferCount,note,partyNote,feedbackURI
"2026-08-31T03:26:56.000Z","76246058","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","33","celo","true","0xe34edce366436d623d59d8d06aeb420feeba2f163c1b4780e295bd19553134d9","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/6198f0e0-0621-4124-ac41-c9e2a119287b/agent_rating_1788146814.json"
"2026-08-31T03:32:47.000Z","76246409","9739","0x103040545AC5031A11E8C03dd11324C7333a13C7","1","celo","true","0x98a7413f8823a17c698afcaaf64bc700fd7997db3104a0152969df8fe465cbbb","false","false","false","false","","","","","","0x09c32b8fc0a94a1eed424499a42180e29667beee","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/9ac43eee-8406-4418-b0c2-fdc11db1583e/worker_rating_1788147164.json"
"2026-08-31T03:33:12.000Z","76246434","9739","0x103040545AC5031A11E8C03dd11324C7333a13C7","2","celo","true","0x6fb2201b6e7513753eea8ef0c27d982300c02a282be644a42e1b28be413a848c","false","false","false","false","","","","","","0x09c32b8fc0a94a1eed424499a42180e29667beee","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/2c61f056-1ef7-4c1a-a011-07d08bc02857/worker_rating_1788147190.json"
"2026-08-31T03:41:40.000Z","76246942","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","34","celo","true","0x72df916427a67215a4e0feb0a7afa2e433e5cad71a4ddf4a9283531335dcaed2","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/6cbb83dd-e546-460a-ae40-3a27c85df21d/agent_rating_1788147697.json"
"2026-08-31T05:11:23.000Z","76252325","9737","0x103040545AC5031A11E8C03dd11324C7333a13C7","1","celo","true","0xf5a41b5250953acdbbb0b64aea80985da374da4eb5f633474e006d5b2f4c82e7","false","false","false","false","","","","","","0x64dbe996e626260f21f5c4fad3c9ba209978c368","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/ebd20de1-a4c9-41e2-a857-52cf953aaabe/worker_rating_1788153080.json"
"2026-08-31T05:19:02.000Z","76252784","9737","0x103040545AC5031A11E8C03dd11324C7333a13C7","2","celo","true","0xb4925324de91c8298e281ae9dc679dcec1ca7c3290b747b947f9085b511cbbcd","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/40b7436e-77fb-4902-ad27-3e0fc8734d6a/agent_rating_1788153538.json"
"2026-08-31T05:20:15.000Z","76252857","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","35","celo","true","0x7e81034a2ee209c5a8edc0a48a09a5d514ec623a25f6b65d9078df779136d452","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/36a39d80-d8bc-4a97-9244-571b79eea963/agent_rating_1788153613.json"
"2026-08-31T05:23:40.000Z","76253062","9733","0x103040545AC5031A11E8C03dd11324C7333a13C7","27","celo","true","0x537582d22c72874129a0f4b6cb2bb552516dc92505d256559cdd0323c2bc4618","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/662bd49d-4f9b-4b86-a047-1447b520d6ba/agent_rating_1788153818.json"
"2026-08-31T05:26:17.000Z","76253219","9659","0x103040545AC5031A11E8C03dd11324C7333a13C7","1","celo","true","0xb4925324de91c8298e281ae9dc679dcec1ca7c3290b747b947f9085b511cbbcd","false","false","false","false","","","","","","0x5975442e9608f71cea6e9b1f3841b5a045e0500d","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/40b7436e-77fb-4902-ad27-3e0fc8734d6a/worker_rating_1788153975.json"
"2026-08-31T05:26:25.000Z","76253227","9659","0x103040545AC5031A11E8C03dd11324C7333a13C7","2","celo","true","0x1828348da5f5316db4deae1fe17e70b9d66899f160cd6b2f01c6364a948215ac","false","false","false","false","","","","","","0x5975442e9608f71cea6e9b1f3841b5a045e0500d","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/b0357373-d159-41e1-8461-fa99abaf31a2/worker_rating_1788153983.json"
"2026-08-31T05:42:49.000Z","76254211","9732","0x103040545AC5031A11E8C03dd11324C7333a13C7","1","celo","true","0xef2929f48d899d8dace181219e1b9b5588442ae33c21d5c41783031da7bfc97a","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/3163eb61-f5ad-482c-b901-15b2113d6063/agent_rating_1788154967.json"
