timestamp,block,agentId,reviewer,feedbackIndex,claimNetwork,onQueryableChain,claimTxHash,txExistsOnCelo,paymentVerified,paymentAttributed,partiesContradicted,amount,symbol,decimals,token,declaredFrom,declaredTo,transferFrom,transferTo,transferCount,note,partyNote,feedbackURI
"2026-07-19T15:49:38.000Z","72575420","2106","0x103040545AC5031A11E8C03dd11324C7333a13C7","4","celo","true","0x4eb1a2949cf90f276413675d1353b34fd044ec4895ff79c37e2d8b9f90fd8839","true","true","false","true","100000","USDC","6","0xcebA9300f2b948710d2653dD7B07f33A8B32118C","","","0xd3868e1ed738ced6945a574a7c769433bed5d474","0x52e05c8e45a32eee169639f6d2ca40f8887b5a15","1","","payer is not the reviewer; payee is not the agent owner; settlement touches neither the reviewer nor the agent owner","https://execution.market/feedback/9d32c3df-4d9e-48a7-856a-359a868c8144/agent_rating_1784476176.json"
"2026-08-09T18:47:26.000Z","74400488","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","2","celo","true","0x3a235c1c0e708a3ea5350aa05279239005209f4bb9fafea1d66a1b30375d1e66","false","false","false","false","","","","","","","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/189eb584-c92e-4058-a1c1-fec44b09e09f/agent_rating_1786301244.json"
"2026-08-10T17:35:13.000Z","74482555","9733","0x103040545AC5031A11E8C03dd11324C7333a13C7","6","celo","true","0xad622f03aa37fb3d7a1fb48111207b4ff7c62ac21ab048fc5d554c3c399aaba2","false","false","false","false","","","","","","0x3aebb73a33377f0d6fc2195f83559635adee8408","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/e2e54a5f-995c-406a-9241-7b2e225a124f/worker_rating_1786383311.json"
"2026-08-19T22:27:36.000Z","75277698","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","4","celo","true","0x2161edce11b6475c2a122f0bee1e4fe9ef3d757f6e7bd346a0034efb4775ea9c","true","true","false","true","8700","USDC","6","0xcebA9300f2b948710d2653dD7B07f33A8B32118C","","","0x70eccf56e2e332216658a238b145305661f697b7","0x3aebb73a33377f0d6fc2195f83559635adee8408","2","","payer is not the reviewer; payee is not the agent owner; settlement touches neither the reviewer nor the agent owner","https://execution.market/feedback/dc22324e-5268-48b5-9ce2-892a11ecb454/agent_rating_1787178454.json"
"2026-08-20T17:34:47.000Z","75346529","9742","0x103040545AC5031A11E8C03dd11324C7333a13C7","6","celo","true","0x34abb99182c47fdd8cf7ce4b62167e854a52528a0f0319dc5a31582b7da74fba","false","false","false","false","","","","","","0x945659f0eb9c34487b0c0f61ed7e9d279ace8f09","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/d51d4206-9153-4fa4-a578-36aa78620f69/worker_rating_1787247284.json"
"2026-08-20T18:58:32.000Z","75351554","9742","0x103040545AC5031A11E8C03dd11324C7333a13C7","9","celo","true","0x936d2189de436861a9d626f97a7539a2ff6c1260f6ac539fbce2c3b6ddc906fe","false","false","false","false","","","","","","0x945659f0eb9c34487b0c0f61ed7e9d279ace8f09","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/47ca879c-6b11-4a95-aa06-c20b563fe2fb/worker_rating_1787252310.json"
"2026-08-22T17:56:05.000Z","75520607","9742","0x103040545AC5031A11E8C03dd11324C7333a13C7","11","celo","true","0xb7cd6fdaf04e119d655ecdadc3f8e2aeac8dc374b04c264b17b4d15251b178ba","false","false","false","false","","","","","","0x945659f0eb9c34487b0c0f61ed7e9d279ace8f09","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/2cffb8b6-d151-4a60-af9a-1c387ed1e211/worker_rating_1787421362.json"
"2026-08-22T20:34:46.000Z","75530128","9742","0x103040545AC5031A11E8C03dd11324C7333a13C7","12","celo","true","0x897d00830c2e94073c6440d4329c87e9c611be8cb199bed6836dcc09b7cdaec6","false","false","false","false","","","","","","0x945659f0eb9c34487b0c0f61ed7e9d279ace8f09","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/3c0bc045-f649-4941-8cc9-cef25da31c74/worker_rating_1787423212.json"
"2026-08-22T21:12:54.000Z","75532416","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","18","celo","true","0x1f86dc5cd529e5906ee2c740dc9b1f6b6ebe88d64c698a881fb7e0b02bf24c6f","false","false","false","false","","","","","","0xfa1c6ff4ede5a8290b292f40bb7ad0fbcb1c65d1","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/0b5a24c1-87b2-45ce-8955-4237450c2181/worker_rating_1787433172.json"
"2026-08-23T13:39:44.000Z","75591626","9734","0x103040545AC5031A11E8C03dd11324C7333a13C7","20","celo","true","0xbb3b9e1d1100eea3814e0ca9db6bf8b976e8e16c4c092eeb703b156da6034dd0","false","false","false","false","","","","","","0xfa1c6ff4ede5a8290b292f40bb7ad0fbcb1c65d1","","","0","transaction not found on chain","no settlement transfer to attribute","https://execution.market/feedback/e13ee1e8-9c6c-43fb-8225-5119d5a41b20/worker_rating_1787492382.json"
